host,port,id_vuln,cvss,url
192.168.56.101,5432,CVE-2012-0866,6.5,https://www.vulners.com/cve/CVE-2012-0866
192.168.56.101,5432,CVE-2010-4015,6.5,https://www.vulners.com/cve/CVE-2010-4015
192.168.56.101,5432,POSTGRESQL:CVE-2010-3433,6.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2010-3433
192.168.56.101,5432,POSTGRESQL:CVE-2010-1170,6.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2010-1170
192.168.56.101,5432,CVE-2010-3433,6.0,https://www.vulners.com/cve/CVE-2010-3433
192.168.56.101,5432,CVE-2010-1170,6.0,https://www.vulners.com/cve/CVE-2010-1170
192.168.56.101,5432,SSV:15154,5.8,https://www.vulners.com/seebug/SSV:15154
192.168.56.101,5432,SSV:15096,5.8,https://www.vulners.com/seebug/SSV:15096
192.168.56.101,5432,POSTGRESQL:CVE-2009-4034,5.8,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2009-4034
192.168.56.101,5432,SSV:19669,5.5,https://www.vulners.com/seebug/SSV:19669
192.168.56.101,5432,POSTGRESQL:CVE-2010-1975,5.5,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2010-1975
192.168.56.101,5432,CVE-2010-1975,5.5,https://www.vulners.com/cve/CVE-2010-1975
192.168.56.101,5432,SSV:61546,4.9,https://www.vulners.com/seebug/SSV:61546
192.168.56.101,5432,SSV:60334,4.9,https://www.vulners.com/seebug/SSV:60334
192.168.56.101,5432,POSTGRESQL:CVE-2014-0062,4.9,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2014-0062
192.168.56.101,5432,POSTGRESQL:CVE-2012-3488,4.9,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2012-3488
192.168.56.101,5432,CVE-2014-0062,4.9,https://www.vulners.com/cve/CVE-2014-0062
192.168.56.101,5432,CVE-2012-3488,4.9,https://www.vulners.com/cve/CVE-2012-3488
192.168.56.101,5432,SSV:61544,4.6,https://www.vulners.com/seebug/SSV:61544
192.168.56.101,5432,CVE-2014-0067,4.6,https://www.vulners.com/cve/CVE-2014-0067
192.168.56.101,5432,POSTGRESQL:CVE-2012-2143,4.3,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2012-2143
192.168.56.101,5432,POSTGRESQL:CVE-2012-0867,4.3,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2012-0867
192.168.56.101,5432,CVE-2012-2143,4.3,https://www.vulners.com/cve/CVE-2012-2143
192.168.56.101,5432,SSV:61547,4.0,https://www.vulners.com/seebug/SSV:61547
192.168.56.101,5432,SSV:61545,4.0,https://www.vulners.com/seebug/SSV:61545
192.168.56.101,5432,SSV:60335,4.0,https://www.vulners.com/seebug/SSV:60335
192.168.56.101,5432,SSV:60186,4.0,https://www.vulners.com/seebug/SSV:60186
192.168.56.101,5432,SSV:4928,4.0,https://www.vulners.com/seebug/SSV:4928
192.168.56.101,5432,POSTGRESQL:CVE-2014-0066,4.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2014-0066
192.168.56.101,5432,POSTGRESQL:CVE-2014-0060,4.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2014-0060
192.168.56.101,5432,POSTGRESQL:CVE-2012-3489,4.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2012-3489
192.168.56.101,5432,POSTGRESQL:CVE-2012-2655,4.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2012-2655
192.168.56.101,5432,POSTGRESQL:CVE-2009-3229,4.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2009-3229
192.168.56.101,5432,POSTGRESQL:CVE-2009-0922,4.0,https://www.vulners.com/postgresql/POSTGRESQL:CVE-2009-0922
192.168.56.101,5432,EDB-ID:32849,4.0,https://www.vulners.com/exploitdb/EDB-ID:32849
192.168.56.101,5432,CVE-2014-0066,4.0,https://www.vulners.com/cve/CVE-2014-0066
192.168.56.101,5432,CVE-2014-0060,4.0,https://www.vulners.com/cve/CVE-2014-0060
192.168.56.101,5432,CVE-2012-3489,4.0,https://www.vulners.com/cve/CVE-2012-3489
192.168.56.101,5432,CVE-2012-2655,4.0,https://www.vulners.com/cve/CVE-2012-2655
192.168.56.101,5432,CVE-2009-3229,4.0,https://www.vulners.com/cve/CVE-2009-3229
192.168.56.101,5432,SSV:19322,3.5,https://www.vulners.com/seebug/SSV:19322
192.168.56.101,5432,PACKETSTORM:127092,3.5,https://www.vulners.com/packetstorm/PACKETSTORM:127092
192.168.56.101,5432,EDB-ID:33729,3.5,https://www.vulners.com/exploitdb/EDB-ID:33729
192.168.56.101,5432,CVE-2010-0733,3.5,https://www.vulners.com/cve/CVE-2010-0733
192.168.56.101,5432,MSF:AUXILIARY/ADMIN/POSTGRES/POSTGRES_SQL,0.0,https://www.vulners.com/metasploit/MSF:AUXILIARY/ADMIN/POSTGRES/POSTGRES_SQL
